rms,mileage,speed,load
12.9,453096.52,85.49,100
12.53,453110.77,85.49,100
12.99,453125.02,85.49,100
13.57,453139.27,85.49,100
12.86,453153.52,85.49,100
13.27,453167.77,85.49,100
14.69,453182.01,85.49,100
13.8,453196.26,85.49,100
13.56,453210.51,85.49,100
12.59,453224.75,85.49,100
13.45,453239.01,85.49,100
13.47,453253.26,85.49,100
14.51,453267.5,85.49,100
13.95,453281.75,85.49,100
13.91,453296,85.49,100
13.98,453310.24,85.49,100
14.76,453324.49,85.49,100
15.34,453338.74,85.49,100
12.42,453352.99,85.49,100
14.87,453367.24,85.49,100
14.31,453381.49,85.49,100
14.43,453395.73,85.49,100
14.35,453409.98,85.49,100
14.02,453424.23,85.49,100
12.97,453438.47,85.49,100
13.67,453452.72,85.49,100
14.61,453466.98,85.49,100
14.9,453481.22,85.49,100
13.84,453495.47,85.49,100
13.62,453509.72,85.49,100
14.59,453523.96,85.49,100
12.67,453538.21,85.49,100
13.71,453552.46,85.49,100
14.86,453566.71,85.49,100
14.64,453580.96,85.49,100
12.95,453595.21,85.49,100
13.1,453609.45,85.49,100
13.82,453623.7,85.49,100
12.99,453637.95,85.49,100
15.05,453652.19,85.49,100
14.65,453666.44,85.49,100
14.41,453680.7,85.49,100
15.99,453694.94,85.49,100
14.5,453709.19,85.49,100
14.67,453723.44,85.49,100
14.73,453737.68,85.49,100
13.36,453751.93,85.49,100
15.3,453766.18,85.49,100
13.54,453780.43,85.49,100
13.33,453794.68,85.49,100
12.89,453808.93,85.49,100
13.43,453823.17,85.49,100
13.22,453837.42,85.49,100
15.05,453851.67,85.49,100
12.25,453865.91,85.49,100
12.58,453880.16,85.49,100
13.81,453894.41,85.49,100
13.94,453908.66,85.49,100
14.54,453922.91,85.49,100
15.94,453937.16,85.49,100
14.65,453951.4,85.49,100
14.7,453965.65,85.49,100
14.27,453979.9,85.49,100
13.7,453994.14,85.49,100
13.29,454008.4,85.49,100
13.11,454022.65,85.49,100
15.67,454036.89,85.49,100
12.87,454051.14,85.49,100
15.34,454065.39,85.49,100
14.4,454079.63,85.49,100
12.68,454093.88,85.49,100
13.72,454108.13,85.49,100
13.94,454122.38,85.49,100
12.64,454136.63,85.49,100
12.45,454150.88,85.49,100
14.48,454165.12,85.49,100
14.02,454179.37,85.49,100
15.8,454193.62,85.49,100
13.93,454207.86,85.49,100
14.4,454222.11,85.49,100
13.65,454236.37,85.49,100
13.79,454250.61,85.49,100
14.23,454264.86,85.49,100
14.56,454279.11,85.49,100
14.94,454293.35,85.49,100
13.35,454307.6,85.49,100
14.91,454321.85,85.49,100
15.15,454336.1,85.49,100
14.19,454350.35,85.49,100
13.33,454364.6,85.49,100
13.4,454378.84,85.49,100
15.41,454393.09,85.49,100
12.88,454407.34,85.49,100
13.11,454421.58,85.49,100
13.19,454435.83,85.49,100
12.87,454450.09,85.49,100
13.57,454464.33,85.49,100
14.89,454478.58,85.49,100
12.77,454492.83,85.49,100
13.9,454507.07,85.49,100
13.35,454521.32,85.49,100
14.06,454535.57,85.49,100
14.39,454549.82,85.49,100
13.72,454564.07,85.49,100
15.07,454578.32,85.49,100
14.96,454592.56,85.49,100
17.01,454606.81,85.49,100
14.4,454621.06,85.49,100
13.66,454635.3,85.49,100
14.34,454649.55,85.49,100
12.94,454663.8,85.49,100
14.33,454678.05,85.49,100
14.88,454692.3,85.49,100
14.08,454706.55,85.49,100
13.25,454720.79,85.49,100
13.88,454735.04,85.49,100
14.34,454749.29,85.49,100
15,454763.53,85.49,100
15.21,454777.79,85.49,100
14.34,454792.04,85.49,100
14.16,454806.28,85.49,100
14.07,454820.53,85.49,100
13.12,454834.78,85.49,100
13.12,454849.02,85.49,100
14.32,454863.27,85.49,100
13.43,454877.52,85.49,100
14.67,454891.77,85.49,100
14.19,454906.02,85.49,100
13.24,454920.27,85.49,100
12.69,454934.51,85.49,100
14.83,454948.76,85.49,100
13.47,454963.01,85.49,100
12.69,454977.25,85.49,100
12.66,454991.51,85.49,100
14.05,455005.76,85.49,100
15.32,455020,85.49,100
14.31,455034.25,85.49,100
14.12,455048.5,85.49,100
14.56,455062.74,85.49,100
12.28,455076.99,85.49,100
14.18,455091.24,85.49,100
15.63,455105.49,85.49,100
14.64,455119.74,85.49,100
15.57,455133.99,85.49,100
13.09,455148.23,85.49,100
14.67,455162.48,85.49,100
15.82,455176.73,85.49,100
14.49,455190.97,85.49,100
11.95,455205.22,85.49,100
15.11,455219.48,85.49,100
13,455233.72,85.49,100
13.1,455247.97,85.49,100
14.38,455262.22,85.49,100
14.78,455276.46,85.49,100
12.15,455290.71,85.49,100
15.47,455304.96,85.49,100
13.5,455319.21,85.49,100
13.62,455333.46,85.49,100
14.71,455347.71,85.49,100
14.19,455361.95,85.49,100
14.23,455376.2,85.49,100
13.93,455390.45,85.49,100
13,455404.69,85.49,100
15.75,455418.94,85.49,100
13.69,455433.2,85.49,100
14.31,455447.44,85.49,100
14.43,455461.69,85.49,100
14.45,455475.94,85.49,100
12.75,455490.18,85.49,100
14.05,455504.43,85.49,100
14.27,455518.68,85.49,100
13.57,455532.93,85.49,100
13.02,455547.18,85.49,100
13.74,455561.43,85.49,100
11.64,455575.67,85.49,100
12.63,455589.92,85.49,100
13.78,455604.17,85.49,100
14.35,455618.41,85.49,100
13.97,455632.66,85.49,100
13.21,455646.91,85.49,100
13.36,455661.16,85.49,100
12.66,455675.41,85.49,100
15.01,455689.66,85.49,100
13.2,455703.9,85.49,100
12.64,455718.15,85.49,100
12.84,455732.4,85.49,100
12.28,455746.64,85.49,100
12.91,455760.9,85.49,100
12.82,455775.15,85.49,100
13.43,455789.39,85.49,100
13.01,455803.64,85.49,100
11.66,455817.89,85.49,100
12.67,455832.13,85.49,100
13.05,455846.38,85.49,100
12.18,455860.63,85.49,100
12.24,455874.88,85.49,100
13.52,455889.13,85.49,100
12.06,455903.38,85.49,100
13.51,455917.62,85.49,100
14.58,455931.87,85.49,100
12.21,455946.12,85.49,100
12.73,455960.36,85.49,100
12.48,455974.62,85.49,100
13.48,455988.87,85.49,100
12.87,456003.11,85.49,100
13,456017.36,85.49,100
13.77,456031.61,85.49,100
13.79,456045.85,85.49,100
12.34,456060.1,85.49,100
14.01,456074.35,85.49,100
12.13,456088.6,85.49,100
11.96,456102.85,85.49,100
12.29,456117.1,85.49,100
14.88,456131.34,85.49,100
12.06,456145.59,85.49,100
11.52,456159.84,85.49,100
13.29,456174.08,85.49,100
11.02,456188.33,85.49,100
12.93,456202.59,85.49,100
12.8,456216.83,85.49,100
13.54,456231.08,85.49,100
12.84,456245.33,85.49,100
12.31,456259.57,85.49,100
12.51,456273.82,85.49,100
13.16,456288.07,85.49,100
12.26,456302.32,85.49,100
12.56,456316.57,85.49,100
12,456330.82,85.49,100
12.06,456345.06,85.49,100
12.72,456359.31,85.49,100
13.43,456373.56,85.49,100
13.65,456387.8,85.49,100
12.54,456402.05,85.49,100
13.34,456416.31,85.49,100
12.55,456430.55,85.49,100
11.32,456444.8,85.49,100
12.52,456459.05,85.49,100
13.08,456473.29,85.49,100
13.49,456487.54,85.49,100
13.3,456501.79,85.49,100
13.14,456516.04,85.49,100
12.54,456530.29,85.49,100
12.31,456544.54,85.49,100
14.9,456558.78,85.49,100
14.35,456573.03,85.49,100
12.46,456587.28,85.49,100
12.11,456601.52,85.49,100
13.48,456615.77,85.49,100
12.89,456630.02,85.49,100
13.37,456644.27,85.49,100
12.52,456658.52,85.49,100
12.78,456672.77,85.49,100
11.46,456687.01,85.49,100
12.9,456701.26,85.49,100
13.09,456715.51,85.49,100
12.46,456729.75,85.49,100
14.79,456744.01,85.49,100
14.36,456758.26,85.49,100
13.71,456772.5,85.49,100
12.17,456786.75,85.49,100
12.37,456801,85.49,100
11.89,456815.24,85.49,100
12.45,456829.49,85.49,100
13.14,456843.74,85.49,100
15.35,456857.99,85.49,100
12.83,456872.24,85.49,100
12.01,456886.49,85.49,100
12.97,456900.73,85.49,100
12.26,456914.98,85.49,100
14.16,456929.23,85.49,100
14.49,456943.47,85.49,100
12.44,456957.73,85.49,100
12.89,456971.98,85.49,100
13.23,456986.22,85.49,100
14.04,457000.47,85.49,100
13.42,457014.72,85.49,100
13.45,457028.96,85.49,100
13.89,457043.21,85.49,100
14.74,457057.46,85.49,100
12.48,457071.71,85.49,100
14.44,457085.96,85.49,100
14.19,457100.21,85.49,100
11.26,457114.45,85.49,100
12.87,457128.7,85.49,100
13.45,457142.95,85.49,100
15.19,457157.19,85.49,100
14,457171.44,85.49,100
13.72,457185.7,85.49,100
11.9,457199.94,85.49,100
12.89,457214.19,85.49,100
14.06,457228.44,85.49,100
14.77,457242.68,85.49,100
13.33,457256.93,85.49,100
13.12,457271.18,85.49,100
14.07,457285.43,85.49,100
12.78,457299.68,85.49,100
13.02,457313.93,85.49,100
11.55,457328.17,85.49,100
14.17,457342.42,85.49,100
12.68,457356.67,85.49,100
13.9,457370.91,85.49,100
13.03,457385.16,85.49,100
14.85,457399.41,85.49,100
12.05,457413.66,85.49,100
15.16,457427.91,85.49,100
12.02,457442.16,85.49,100
15.68,457456.4,85.49,100
12.23,457470.65,85.49,100
14.35,457484.9,85.49,100
13.28,457499.14,85.49,100
12.36,457513.4,85.49,100
13.09,457527.65,85.49,100
12.48,457541.89,85.49,100
13.7,457556.14,85.49,100
14.67,457570.39,85.49,100
14.09,457584.63,85.49,100
14,457598.88,85.49,100
13.34,457613.13,85.49,100
13.42,457627.38,85.49,100
12,457641.63,85.49,100
13.98,457655.88,85.49,100
12.46,457670.12,85.49,100
13.45,457684.37,85.49,100
13.16,457698.62,85.49,100
13,457712.86,85.49,100
13.31,457727.12,85.49,100
13.99,457741.37,85.49,100
13.84,457755.61,85.49,100
13.13,457769.86,85.49,100
12.38,457784.11,85.49,100
16.55,457795.17,66.35,17
16.65,457806.22,66.35,17
16.1,457817.29,66.35,17
15.9,457828.35,66.35,17
15.18,457839.4,66.35,17
15.12,457850.46,66.35,17
15.74,457861.52,66.35,17
15.67,457872.58,66.35,17
15.82,457883.64,66.35,17
15.93,457894.7,66.35,17
15.96,457905.75,66.35,17
15.66,457916.81,66.35,17
15.13,457927.87,66.35,17
15.01,457938.93,66.35,17
15.35,457949.99,66.35,17
15.06,457961.05,66.35,17
14.63,457972.1,66.35,17
14.64,457983.16,66.35,17
14.74,457994.22,66.35,17
14.24,458005.28,66.35,17
14.5,458016.34,66.35,17
14.14,458027.4,66.35,17
14.08,458038.45,66.35,17
14,458049.51,66.35,17
14.31,458060.58,66.35,17
15.35,458071.63,66.35,17
13.84,458082.69,66.35,17
16.09,458093.75,66.35,17
15.88,458104.81,66.35,17
16.03,458115.87,66.35,17
16.39,458126.93,66.35,17
15.98,458137.98,66.35,17
16.08,458149.04,66.35,17
16.33,458160.1,66.35,17
15.89,458171.16,66.35,17
15.78,458182.22,66.35,17
15.64,458193.28,66.35,17
16.54,458204.33,66.35,17
15.98,458215.39,66.35,17
16.52,458226.45,66.35,17
16.35,458237.51,66.35,17
15.63,458248.57,66.35,17
15.2,458259.63,66.35,17
15.96,458270.68,66.35,17
15.08,458281.74,66.35,17
15.59,458292.8,66.35,17
15.77,458303.86,66.35,17
15.03,458314.92,66.35,17
15.47,458325.98,66.35,17
15.33,458337.03,66.35,17
15.22,458348.09,66.35,17
14.91,458359.16,66.35,17
15.06,458370.21,66.35,17
15.09,458381.27,66.35,17
15.34,458392.33,66.35,17
14.97,458403.39,66.35,17
15.41,458414.45,66.35,17
14.64,458425.51,66.35,17
15.26,458436.56,66.35,17
14.87,458447.62,66.35,17
15.56,458458.68,66.35,17
15.39,458469.74,66.35,17
14.57,458480.8,66.35,17
15.69,458491.86,66.35,17
15.02,458502.91,66.35,17
15.49,458513.97,66.35,17
15.29,458525.03,66.35,17
14.77,458536.09,66.35,17
15.08,458547.15,66.35,17
15.26,458558.21,66.35,17
15.32,458569.26,66.35,17
15,458580.32,66.35,17
14.93,458591.38,66.35,17
15.09,458602.44,66.35,17
15.68,458613.5,66.35,17
15.61,458624.56,66.35,17
15.66,458635.61,66.35,17
15.17,458646.67,66.35,17
15.88,458657.74,66.35,17
15.23,458668.79,66.35,17
15.24,458679.85,66.35,17
15.49,458690.91,66.35,17
15.83,458701.97,66.35,17
15.75,458713.03,66.35,17
15.49,458724.09,66.35,17
15.25,458735.14,66.35,17
15.62,458746.2,66.35,17
15.3,458757.26,66.35,17
15.35,458768.32,66.35,17
15.12,458779.38,66.35,17
15.45,458790.44,66.35,17
15.01,458801.49,66.35,17
15.55,458812.55,66.35,17
15.63,458823.61,66.35,17
15.36,458834.67,66.35,17
15.16,458845.73,66.35,17
15.31,458856.79,66.35,17
14.9,458867.84,66.35,17
14.82,458878.9,66.35,17
15.19,458889.96,66.35,17
15.16,458901.02,66.35,17
15.32,458912.08,66.35,17
14.88,458923.14,66.35,17
14.93,458934.19,66.35,17
14.82,458945.26,66.35,17
15.3,458956.32,66.35,17
15.53,458967.37,66.35,17
14.89,458978.43,66.35,17
14.49,458989.49,66.35,17
15.13,459000.55,66.35,17
15.36,459011.61,66.35,17
15.33,459022.67,66.35,17
15.36,459033.72,66.35,17
14.9,459044.78,66.35,17
15.09,459055.84,66.35,17
15.09,459066.9,66.35,17
15.07,459077.96,66.35,17
14.68,459089.02,66.35,17
14.92,459100.07,66.35,17
15.63,459111.13,66.35,17
15.13,459122.19,66.35,17
15.28,459133.25,66.35,17
15.2,459144.31,66.35,17
15.31,459155.37,66.35,17
15.45,459166.42,66.35,17
15.17,459177.48,66.35,17
15.2,459188.54,66.35,17
15.31,459199.6,66.35,17
15.74,459210.66,66.35,17
15.84,459221.72,66.35,17
15.24,459232.77,66.35,17
15.43,459243.84,66.35,17
15.51,459254.9,66.35,17
15.64,459265.95,66.35,17
14.96,459277.01,66.35,17
15.38,459288.07,66.35,17
15.56,459299.13,66.35,17
16.13,459310.19,66.35,17
15.78,459321.25,66.35,17
15.77,459332.3,66.35,17
15.21,459343.36,66.35,17
15.22,459354.42,66.35,17
15.47,459365.48,66.35,17
15.56,459376.54,66.35,17
15.87,459387.6,66.35,17
15.47,459398.65,66.35,17
15.34,459409.71,66.35,17
15.8,459420.77,66.35,17
15.38,459431.83,66.35,17
15.38,459442.89,66.35,17
15.02,459453.95,66.35,17
16.1,459465,66.35,17
16.03,459476.06,66.35,17
15.6,459487.12,66.35,17
15.75,459498.18,66.35,17
15.74,459509.24,66.35,17
15.78,459520.3,66.35,17
15.99,459531.35,66.35,17
15.76,459542.42,66.35,17
15.99,459553.48,66.35,17
16.12,459564.53,66.35,17
15.59,459575.59,66.35,17
16.17,459586.65,66.35,17
15.58,459597.71,66.35,17
15.96,459608.77,66.35,17
16.15,459619.83,66.35,17
16.17,459630.88,66.35,17
15.91,459641.94,66.35,17
15.78,459653,66.35,17
16.03,459664.06,66.35,17
16.06,459675.12,66.35,17
16.09,459686.18,66.35,17
15.67,459697.23,66.35,17
15.68,459708.29,66.35,17
16.26,459719.35,66.35,17
16.33,459730.41,66.35,17
15.87,459741.47,66.35,17
16.26,459752.53,66.35,17
15.49,459763.58,66.35,17
15.46,459774.64,66.35,17
15.27,459785.71,66.35,17
14.89,459796.76,66.35,17
15.25,459807.82,66.35,17
15.44,459818.88,66.35,17
14.79,459829.93,66.35,17
15.26,459841,66.35,17
15.34,459852.06,66.35,17
15.25,459863.11,66.35,17
15.35,459874.17,66.35,17
15.42,459885.23,66.35,17
15.31,459896.29,66.35,17
14.84,459907.35,66.35,17
15.22,459918.41,66.35,17
15.61,459929.46,66.35,17
15.48,459940.52,66.35,17
15.02,459951.58,66.35,17
14.69,459962.64,66.35,17
14.86,459973.7,66.35,17
15.6,459984.76,66.35,17
15.31,459995.81,66.35,17
15.45,460006.87,66.35,17
15.57,460017.93,66.35,17
15.17,460028.99,66.35,17
14.69,460040.05,66.35,17
15.15,460051.11,66.35,17
15.68,460062.16,66.35,17
15.38,460073.22,66.35,17
15.89,460084.29,66.35,17
15.66,460095.34,66.35,17
15.93,460106.4,66.35,17
15.6,460117.46,66.35,17
15.83,460128.51,66.35,17
15.72,460139.58,66.35,17
15.43,460150.64,66.35,17
15.82,460161.69,66.35,17
15.59,460172.75,66.35,17
15.96,460183.81,66.35,17
15.64,460194.87,66.35,17
15.68,460205.93,66.35,17
16.48,460216.99,66.35,17
15.97,460228.04,66.35,17
16.21,460239.1,66.35,17
15.25,460250.16,66.35,17
15.98,460261.22,66.35,17
16.22,460272.28,66.35,17
15.88,460283.34,66.35,17
15.28,460294.39,66.35,17
15.63,460305.45,66.35,17
15.8,460316.51,66.35,17
15.22,460327.57,66.35,17
16.23,460338.63,66.35,17
15.73,460349.69,66.35,17
15.23,460360.74,66.35,17
15.14,460371.8,66.35,17
14.81,460382.87,66.35,17
15.27,460393.92,66.35,17
15.1,460404.98,66.35,17
14.96,460416.04,66.35,17
15.17,460427.1,66.35,17
15.11,460438.16,66.35,17
15.34,460449.22,66.35,17
14.73,460460.27,66.35,17
15.01,460471.33,66.35,17
14.73,460482.39,66.35,17
15.18,460493.45,66.35,17
15.01,460504.51,66.35,17
14.98,460515.57,66.35,17
15.24,460526.62,66.35,17
15.11,460537.68,66.35,17
15.29,460548.74,66.35,17
15.06,460559.8,66.35,17
14.9,460570.86,66.35,17
14.94,460581.92,66.35,17
15.26,460592.97,66.35,17
14.6,460604.03,66.35,17
15.49,460615.09,66.35,17
14.81,460626.15,66.35,17
14.41,460637.21,66.35,17
14.92,460648.27,66.35,17
14.86,460659.32,66.35,17
14.96,460670.38,66.35,17
15.66,460681.45,66.35,17
15.63,460692.5,66.35,17
16.47,460703.56,66.35,17
15.21,460714.62,66.35,17
15.69,460725.68,66.35,17
15.45,460736.74,66.35,17
15.48,460747.8,66.35,17
15.68,460758.85,66.35,17
15.65,460769.91,66.35,17
15.69,460780.97,66.35,17
15.62,460792.03,66.35,17
15.23,460803.09,66.35,17
15.83,460814.15,66.35,17
15.92,460825.2,66.35,17
16.21,460836.26,66.35,17
15.56,460847.32,66.35,17
15.16,460858.38,66.35,17
15.8,460869.44,66.35,17
15.97,460880.5,66.35,17
15.51,460891.55,66.35,17
16.09,460902.61,66.35,17
15.83,460913.67,66.35,17
16.43,460924.73,66.35,17
15.73,460935.79,66.35,17
16.04,460946.85,66.35,17
15.14,460957.9,66.35,17
15.33,460968.97,66.35,17
14.64,460980.03,66.35,17
15.34,460991.08,66.35,17
14.9,461002.14,66.35,17
14.95,461013.2,66.35,17
15.01,461024.26,66.35,17
14.79,461035.32,66.35,17
15.53,461046.38,66.35,17
15.32,461057.43,66.35,17
15.11,461068.49,66.35,17
15.33,461079.55,66.35,17
14.52,461090.61,66.35,17
15.15,461101.67,66.35,17
15.21,461112.73,66.35,17
15.44,461123.78,66.35,17
15.21,461134.84,66.35,17
15.75,461145.9,66.35,17
15.15,461156.96,66.35,17
14.98,461168.02,66.35,17
14.87,461179.08,66.35,17
14.96,461190.13,66.35,17
15.61,461201.19,66.35,17
14.79,461212.25,66.35,17
15.01,461223.31,66.35,17
15.1,461234.37,66.35,17
15.06,461245.43,66.35,17
14.91,461256.48,66.35,17
14.6,461267.55,66.35,17
15.23,461278.61,66.35,17
15.11,461289.66,66.35,17
15.32,461300.72,66.35,17
14.97,461311.78,66.35,17
14.94,461322.84,66.35,17
15.2,461333.9,66.35,17
14.99,461344.96,66.35,17
15.24,461356.01,66.35,17
15.09,461367.07,66.35,17
14.86,461378.13,66.35,17
15.27,461389.19,66.35,17
15.54,461400.25,66.35,17
15.82,461411.31,66.35,17
15.15,461422.36,66.35,17
14.97,461433.42,66.35,17
15.82,461444.48,66.35,17
15.51,461455.54,66.35,17
15.69,461466.6,66.35,17
15.65,461477.66,66.35,17
15.4,461488.71,66.35,17
15.56,461499.77,66.35,17
15.75,461510.83,66.35,17
15.49,461521.89,66.35,17
15.91,461532.95,66.35,17
15.98,461544.01,66.35,17
15.11,461555.06,66.35,17
15.87,461566.13,66.35,17
15.26,461577.19,66.35,17
14.65,461588.24,66.35,17
14.53,461599.3,66.35,17
15,461610.36,66.35,17
15.03,461621.42,66.35,17
14.88,461632.48,66.35,17
15.13,461643.54,66.35,17
15.11,461654.59,66.35,17
15.17,461665.65,66.35,17
15.25,461676.71,66.35,17
15.16,461687.77,66.35,17
14.45,461698.83,66.35,17
15.31,461709.89,66.35,17
14.96,461720.94,66.35,17
14.57,461732,66.35,17
14.83,461743.06,66.35,17
14.6,461754.12,66.35,17
14.95,461765.18,66.35,17
14.96,461776.24,66.35,17
15.16,461787.29,66.35,17
15.66,461798.35,66.35,17
15.15,461809.42,66.35,17
14.83,461820.47,66.35,17
15.79,461831.53,66.35,17
15.69,461842.59,66.35,17
14.89,461853.64,66.35,17
15.8,461864.71,66.35,17
15.02,461875.77,66.35,17
15.66,461886.82,66.35,17
15.99,461897.88,66.35,17
16,461908.94,66.35,17
15.28,461920,66.35,17
15.38,461931.06,66.35,17
15.68,461942.12,66.35,17
15.14,461953.17,66.35,17
15.61,461964.23,66.35,17
16,461975.29,66.35,17
16.12,461986.35,66.35,17
16.04,461997.41,66.35,17
15.87,462008.47,66.35,17
15.22,462019.52,66.35,17
15.27,462030.58,66.35,17
15.29,462041.64,66.35,17
15.77,462052.7,66.35,17
15.95,462063.76,66.35,17
15.08,462074.82,66.35,17
15.71,462085.87,66.35,17
15.61,462096.93,66.35,17
15.53,462108,66.35,17
15.72,462119.05,66.35,17
15.53,462130.11,66.35,17
12.85,462158.64,85.59,100
13.03,462172.91,85.59,100
13.35,462187.18,85.59,100
13.5,462201.44,85.59,100
14.18,462215.7,85.59,100
13.9,462229.97,85.59,100
13.62,462244.23,85.59,100
12.63,462258.5,85.59,100
14.24,462272.77,85.59,100
11.87,462287.03,85.59,100
12.64,462301.3,85.59,100
13.77,462315.57,85.59,100
13.27,462329.83,85.59,100
14.02,462344.1,85.59,100
13.89,462358.37,85.59,100
12.4,462372.63,85.59,100
12.37,462386.89,85.59,100
13.29,462401.16,85.59,100
13.24,462415.42,85.59,100
13.73,462429.69,85.59,100
13.56,462443.96,85.59,100
10.93,462458.22,85.59,100
11.14,462472.49,85.59,100
10.94,462486.76,85.59,100
11,462501.02,85.59,100
10.6,462515.29,85.59,100
10.86,462529.55,85.59,100
11.62,462543.81,85.59,100
10.69,462558.08,85.59,100
11.45,462572.35,85.59,100
10.79,462586.61,85.59,100
11.47,462600.88,85.59,100
11.53,462615.15,85.59,100
11.09,462629.41,85.59,100
12.93,462643.68,85.59,100
11.66,462657.95,85.59,100
10.99,462672.21,85.59,100
11.83,462686.48,85.59,100
12.85,462700.74,85.59,100
12.19,462715,85.59,100
11.66,462729.27,85.59,100
11.51,462743.54,85.59,100
11.91,462757.8,85.59,100
11.41,462772.07,85.59,100
11.85,462786.34,85.59,100
11.96,462800.6,85.59,100
12.41,462814.87,85.59,100
11.75,462829.14,85.59,100
11.44,462843.4,85.59,100
11.69,462857.67,85.59,100
11.53,462871.93,85.59,100
12.56,462886.19,85.59,100
12.71,462900.46,85.59,100
12.26,462914.73,85.59,100
12.53,462928.99,85.59,100
13.48,462943.26,85.59,100
11.82,462957.53,85.59,100
12.04,462971.79,85.59,100
12.29,462986.06,85.59,100
12,463000.33,85.59,100
12.38,463014.59,85.59,100
12.76,463028.85,85.59,100
11.63,463043.12,85.59,100
11.69,463057.38,85.59,100
11.12,463071.65,85.59,100
12.55,463085.92,85.59,100
11.51,463100.18,85.59,100
12.21,463114.45,85.59,100
12.34,463128.72,85.59,100
11.95,463142.98,85.59,100
12.46,463157.25,85.59,100
11.62,463171.52,85.59,100
12.32,463185.78,85.59,100
13.31,463200.04,85.59,100
11.9,463214.31,85.59,100
12,463228.57,85.59,100
11.89,463242.84,85.59,100
12.23,463257.11,85.59,100
12.37,463271.37,85.59,100
12.23,463285.64,85.59,100
13.19,463299.91,85.59,100
11.74,463314.17,85.59,100
12.95,463328.44,85.59,100
11.81,463342.7,85.59,100
12.64,463356.96,85.59,100
11.91,463371.23,85.59,100
12.85,463385.5,85.59,100
12.61,463399.76,85.59,100
11.85,463414.03,85.59,100
12.87,463428.3,85.59,100
12.36,463442.56,85.59,100
12.82,463456.83,85.59,100
12.17,463471.1,85.59,100
11.7,463485.36,85.59,100
12.97,463499.63,85.59,100
12.56,463513.89,85.59,100
12.17,463528.15,85.59,100
12.13,463542.42,85.59,100
12,463556.69,85.59,100
12.7,463570.95,85.59,100
12.56,463585.22,85.59,100
13.09,463599.49,85.59,100
12.92,463613.75,85.59,100
11.65,463628.02,85.59,100
12.45,463642.29,85.59,100
11.58,463656.55,85.59,100
12.48,463670.81,85.59,100
12.83,463685.08,85.59,100
12.48,463699.34,85.59,100
12.22,463713.61,85.59,100
12.71,463727.88,85.59,100
13.16,463742.14,85.59,100
12.3,463756.41,85.59,100
12.35,463770.68,85.59,100
12.45,463784.94,85.59,100
12.42,463799.21,85.59,100
13.07,463813.48,85.59,100
12.8,463827.74,85.59,100
12.67,463842,85.59,100
11.19,463856.27,85.59,100
11.95,463870.53,85.59,100
11.81,463884.8,85.59,100
13.05,463899.07,85.59,100
12.92,463913.33,85.59,100
12.97,463927.6,85.59,100
12.19,463941.87,85.59,100
13.85,463956.13,85.59,100
12.18,463970.4,85.59,100
12.62,463984.67,85.59,100
11.76,463998.93,85.59,100
11.7,464013.19,85.59,100
12.71,464027.46,85.59,100
13.46,464041.72,85.59,100
12.17,464055.99,85.59,100
12.52,464070.26,85.59,100
13.48,464084.52,85.59,100
12.71,464098.79,85.59,100
13.49,464113.06,85.59,100
12.82,464127.32,85.59,100
12.63,464141.59,85.59,100
12.95,464155.85,85.59,100
13.12,464170.11,85.59,100
13.17,464184.38,85.59,100
13.17,464198.65,85.59,100
12.39,464212.91,85.59,100
13.52,464227.18,85.59,100
12.62,464241.45,85.59,100
12.55,464255.71,85.59,100
12.09,464269.98,85.59,100
11.94,464284.25,85.59,100
13.11,464298.51,85.59,100
12.56,464312.78,85.59,100
11.49,464327.04,85.59,100
13.63,464341.3,85.59,100
12.02,464355.57,85.59,100
12.48,464369.84,85.59,100
12.01,464384.1,85.59,100
12.97,464398.37,85.59,100
11.85,464412.64,85.59,100
11.85,464426.9,85.59,100
12.96,464441.17,85.59,100
12.22,464455.44,85.59,100
11.74,464469.7,85.59,100
13.41,464483.96,85.59,100
13.65,464498.23,85.59,100
14.14,464512.49,85.59,100
13.09,464526.76,85.59,100
12.38,464541.03,85.59,100
13.4,464555.29,85.59,100
12.65,464569.56,85.59,100
12.56,464583.83,85.59,100
12.14,464598.09,85.59,100
13.7,464612.36,85.59,100
13.85,464626.63,85.59,100
13.38,464640.89,85.59,100
12.39,464655.15,85.59,100
13.52,464669.42,85.59,100
12.61,464683.68,85.59,100
12.37,464697.95,85.59,100
12.54,464712.22,85.59,100
12.91,464726.48,85.59,100
12.77,464740.75,85.59,100
13.79,464755.02,85.59,100
14.19,464769.28,85.59,100
12.74,464783.55,85.59,100
13.5,464797.81,85.59,100
12.31,464812.07,85.59,100
12.75,464826.34,85.59,100
12.8,464840.61,85.59,100
13.05,464854.87,85.59,100
13.18,464869.14,85.59,100
12.84,464883.41,85.59,100
12.43,464897.67,85.59,100
13.08,464911.94,85.59,100
13.68,464926.21,85.59,100
13.26,464940.47,85.59,100
13.13,464954.74,85.59,100
13.65,464969,85.59,100
13.12,464983.26,85.59,100
12.99,464997.53,85.59,100
14.28,465011.8,85.59,100
13.1,465026.06,85.59,100
13.96,465040.33,85.59,100
13.52,465054.6,85.59,100
13.62,465068.86,85.59,100
13.26,465083.13,85.59,100
13.15,465097.4,85.59,100
13.31,465111.66,85.59,100
11.93,465125.93,85.59,100
12.9,465140.19,85.59,100
13.14,465154.45,85.59,100
12.79,465168.72,85.59,100
12.99,465182.99,85.59,100
